ReviewerID	ProductID	Name	Review	Rating	Summary	Date
A16H208JVRTMU4	B000WT7R6O	Herbert Nap Herb	I took a chance and bought the first season.I had not even finished the first episode, paused the dvd player,and ordered the second season. Can't wait for season three!,	5	Supernatural a super series,	05-06-2008
A1E62Y2T3AQD6S	B000WT7R6O	John Dailey jrd02	Hello,This show is absolutely wonderful.  My entire family loves watching it and we are definately hooked.  I would recommend this show to anyone.Thanks,,	5	Supernatural - The Complete Third Season,	07-02-2009
A1TW9ZGRDQQZ2Y	B000WT7R6O	Monkdude	If it isn't, it's pretty darn close. Supernatural just gets better and better with each passing season. I just watched the third episode of season four last night on TV and it looks like the current season is heading in the right direction. This is the only great show the CW has ever produced. Most people make fun of the network, but I bet they haven't watched this show. It has good acting (the two leads are very likeable), clever and often funny writing, very good special effects, a classic rock soundtrack and a well thought out storyline. Not to mention all the different hot babes that pop up almost every week.Supernatural gets a lot of involvement from the writers and directors of the The X-Files and it shows in it's quality. If your a horror and action fan like me, you won't find any show on TV better than this. Okay, maybe Dexter, but that's more thriller than horror.,	5	The best horror series ever?,	10-04-2008
ABWHLZFEM5SZY	B000WT7R6O	R. Jensen	This season of Supernatural was fairly different from the others. While still carrying an episodic feel there was enough of all elements/characters recurring that it wasn't exactly the same as the first two. This season also started to mix in more light hearted hurmorous episodes among the darker and intense ones, which I didn't mind as I had grown to really like what humor had previously been shown.As for the additions of the female anti heroes, I actually grew to enjoy their presence on the show. Yes, they made the Winchesters look childish but that's actually how they have behaved previously, just no one called them out on it. Also it was pretty interesting to have demons be given more personality and learn that not all of them are completly evil and have motives.Despite that, I did find some flaws within the season. Sam and Deans arguments got even more repetitive, a couple characters from season 2 were written out of this season and the demon army didn't get mentioned that much, which was surprising a...	5	Different but good,	04-04-2014
A3IRBCCB3I5PPD	B000Y0S72O	Anastasia McPherson Bibliophile	I was late to the Stargate Party, watching them on amazon and dvd just as the series was ending, but the series has grown on me and become something of a favorite.This two part episode, which explores Sam's relationship with the Tokra/Goa'ould that briefly inhabited her is a strong episode with good plots that add to the larger arc that Stargate slowly builds over its many seasons of mostly stand-alone episdoes. A favorite.,	5	Part 1 of a Good Two Parter,	10-10-2012
A2JOJ4LL0TSGHR	B000Y0S72O	jared	One of the best SciFi shows out there. I Can't stop watching this show. If you enjoy good stuff you'll enoy this.,	5	Fun fun fun,	02-05-2014
ADY76XRF9PZ5M	B000Y0S72O	Koury	Yea. This was the best SG-1 I've ever seen. The only thing that would have put it over the topis if it was a tw part that had more time to develop the last 15 minutes of the show.,	5	Greatest Episode so Far...,	06-11-2012
A16QODENBJVUI1	B000Y0S72O	Robert Moore	There have over the years been a number of great shows that followed a good first season with a great second one, including THE X-FILES, BUFFY THE VAMPIRE SLAYER, and FARSCAPE.  There are a variety of reasons for this in each case.  With STARGATE, it is the increasingly complex storyline about the relations between various races and cultures with access to stargates.  Season One was basically your stargate-of-the-week format, each week an individual adventure with no real connections with any other episode.  This is the format usually preferred by network executives, since it allows new viewers to join a show without much background.  Serious fans, on the other hand, vastly prefer the complex storylines, where each week's episode does not stand on its own, but is embedded in an ongoing saga, almost like a chapter in a huge novel.  This has been and probably will continue to be an ongoing struggle between the creative talent and the network bureaucracy, though my own hope is that the success of shows like L...	5	Good first season is followed by a great second season,	06-04-2006
A1CQGAPQMN41LV	B000ZU1KMW	A. Whitehead Werthead	Season 4 starts with dealing with the fall-out from the S3 finale. Four regular characters discover they are Cylons, Starbuck has reappeared despite last being seen in a Viper exploding above a gas giant and the fleet, having undergone a mysterious power failure, is under attack by a colossal Cylon fleet. The opening episode gives us the most impressive space battle yet as the fleet sustains heavy losses as it tries to escape. It's not too much of a spoiler to reveal it does escape, but the victory is marred by discontent over Starbuck's return and her claim that she has been to Earth. Adama decides to trust her and gives her a ship and crew to see if they can locate the planet, but Starbuck's orders do not prove popular and soon she has a mutiny on her hands...Meanwhile, the Cylons are in turmoil with the revelation that the mysterious 'Final Five' models are in the human fleet, and it isn't long before the gulf between the models begun by events on New Caprica explodes into a fractious civil war. Back in...	4	Some troubled episodes, but the conclusion makes up for it,	01-05-2009
AWZLEZ22ING2Z	B000ZU1KMW	Bonnie Chinnick	I have recommended this series to anyone that likes a good mix of action, relationships and plot twists.  We watched about 3 episodes a day for weeks!!  Loved It!!,	5	Best series I've watched in quite a while.,	05-01-2013
A2FBUCQ69GBT25	B000ZU1KMW	Cicily N. Oakes	I've seen in years. I couldn't keep away from it. You do have to watch from the beginning but the acting, directing, developing storyline and soundtrack continued to be exceptional. I highly recommend this show to anyone with good taste.,	5	Best Series,	07-11-2013
AUG0APXXGENSI	B000ZU1KMW	David Fouse	It is BSG. Do I need to say more? Season 4 is full of good writing and acting along with some fantastic special effect scenes.,	5	We're going the wrong way! Starbuck...,	04-04-2014
A2ZT9K1PFBZ1L9	B000ZU1KMW	Gerald G.	To me, the story at times seemed stretched, thin and contrived. OK, so it is a fantasy, but the characters seemed to be doing things that wouldn't happed in their situation, things just to force a situation. Other times, I couldn't follow what was going on, like you had to have read the book to get it, but without the book. Overall, I enjoyed watching the whole series, though it could have been better.Would I recomend it? Depends on what day you ask me. It could go either way. Guess you have to watch it and see for yourself. If you are going to watch it, by all means start at the beginning or there's no chance you will understand what is going on.,	4	Battlestar Galactica Season 4 [HD],	01-03-2014
A2G47CWI7TUL7I	B000ZU1KMW	Jdances bdancer	One of the best syfy series I've seen. So good I rewatched Caprica series.  Please bring it back. So much more to see.,	5	Bring BSG Back,	01-08-2014
A1IDIJQ3VUMMP9	B000ZU1KMW	Jeff SC	I enjoyed all 4 seasons of BSG. I think this season finished off the series in a way that wrapped up most of the story lines just right,	4	good ending,	05-06-2014
ANDNIIOGQRBWS	B000ZU1KMW	John M. Delisle	This is the fourth year and it was as well written and filmed as the other three.  The characters are fantastic.  I think Edward Olmos has done a wonderful job in this series.  I liked this series better than the original with Lorne Greene.,	5	Great show,	08-04-2013
AKS9SJTHTU0OM	B000ZU1KMW	K. Gordon	One of my favorite television series of all time along with 'The Wire'and 'Breaking Bad'.Like 'The Wire' this is a complex, Dickensian study of human nature,not afraid of asking big questions, and meticulously plotted like agreat novel, so that each episode is a chapter in a much larger whole.Just as 'The Wire' used the overly familiar clich&eacute;' world of the copshow to jump off from and shatter our preconceptions, and 'BattlestarGalactica' uses the sci-fi series, and the idea of human versus robotwars the same way.This is thinking person's sci fi, in the tradition of Arthur C. Clarke,or Isaac Asimov. It's about why we are how we are, what it means to bea human being, morality under constant pressure in times of war,fathers and sons, impossible loves, metaphors for modern and recentpolitics and real world situations.My wife, far from a sci-fi fan was hooked after 3 episodes, and we torethrough 5 years of shows in just a few days. It's that addicting.The acting is all at least quite good, and some cast ...	5	A season that divides, but I loved,	11-09-2011
A1KD7209SMDKBK	B000ZU1KMW	Spalmer	With such a strong ending--sad to see one of the best shows end, but thanks for the ride!  If you haven't seen this, watch it from the beginning--you'll be glad you did.,	5	Fantastic show.,	03-05-2013
A3RQTEEAJRQ265	B000ZU1KMW	Stella Shahan sastar27	I love the battlestar galactica seasons and this seasons was more spectacular than the last.  Full of action and storylines,	5	out of this world,	03-04-2014
AEYGX6L1KJQX	B0011NHCYM	D. R. M. wicmar	Unfortunately, most action/mystery/suspense shows that are popular these days take the form of grim police procedurals. I guess a lot of people like them, but my wife and I don't. The newspapers, news sites and TV news and reality in general provide enough grimness to fill our daily needs. That's why we've missed mystery shows with some humor, flair and even romance--shows like Remington Steele, Magnum PI, Moonlighting, Moon Over Miami, Buddy Faro, Seeing Things, the so-awful-it's-almost-good Acapulco HEAT etc. The only recent show that fits this bill that we follow regularly is Monk. So when I read a few encouraging reviews of Burn Notice (like Monk, on the USA Network) we checked it out via Netflix. Bingo! It has clever capers. Plenty of laughs. A wry, self-deprecating hero. A gorgeous but dangerous love interest. A semi-goofy sidekick. And the color and danger and tropical heat of Miami Beach. What's not to love? If you like suspense with a smile, Burn Notice is the show for you.,	4	Sharp, funny, sunny,	09-09-2008
A2OWAPHQ7G3UNQ	B0011NHCYM	Elias Aractingi	Entertaining, action-paced, if a bit low on credibility.  The Miami landscape is a definite plus.,	4	McGyver Miami Style,	12-01-2008
A2I6MHMAZZDCRX	B0011NHCYM	Mark Baker	Michael Weston (Jeffrey Donovan) is a spy and very good at it.  Or at least he was.  One day, while in the middle of a covert mission, he is burned.  For us civilians, that means fired.  Barely managing to escape with his life, he passes out and wakes up in Miami with no money and no idea what happened.  Worse yet, Miami is him home town, and that means dealing with his Mother (Sharon Gless) who he hasn't seen in years.Michael is determined to figure out who did this to him and why so he can get back to work.  So while he slowly gathers pieces of that puzzle, he picks up odd jobs as a private investigator.  When he needs back up (which is often), he teams up with ex-IRA weapons smuggler (and ex-girlfriend) Fiona (Gabriella Anwar) and friend and former FBI agent (who is reporting on him to the FBI) Sam (Bruce Campbell).And together the three of them take on plenty of hard cases.  They deal with kidnapped sons, drug dealers, smugglers, arms dealers, and assassins.  Meanwhile, Michael is piecing together why ...	4	Getting Burned Isn't All Bad (For Us),	07-01-2008
AQVU2X4NK5V31	B0011NHCYM	Michael Duffy	amazingly unique series.  great views of miami and lots of laughs and gaffes.  jeffrey donovan has come into his own in this series with help from great actors like bruce campbell, gabrielle anwar, and sharon gless.,	5	Burn Notice: Season One,	07-08-2013
AO2DZ7WIPM74U	B0011NHCYM	mom12	I love everything about burn notice - the idea of a cast out spy, living in Miami, doing odd-job MacGyver -type work for the fun of it and to help &#34;innocent&#34; people. it's fun; it's full of action and J. Donovan is fun to watch.,	5	super entertaining,	04-06-2013
A29M3Z57PBX3N0	B0012F6C72	Beverly	The movie has many moments from happy to sad.............also loved the story line.  Of course, Donald Sutherland is a fantastic actor.  I was surprised as I did not know what to expect.  Very entertaining!  Held my interest all the way.  Definitely recommend.,	5	Great movie!,	08-05-2013
A328S9RN3U5M68	B0012F6C72	Grady Harp	From the opening scenes of FIERCE PEOPLE (an interplay of tribal customs as photographed by the anthropologist father of the young narrator Finn Earl, demonstrating why this South American tribe of Ishkanani is so fierce) the direction of the film is nebulous: are we watching a dark comedy about comparing life in the New York streets to uncivilized peoples, or is this a message film of a more serious intent?  But as the story develops this fine line between entertainment and philosophical impact becomes increasingly clear.  Griffin Dunne's direction of Dirk Wittenborn's adaptation of his novel may be a bit careless at times as it strays from rational plot development, but in the end there is a strong enough final impact to patch up the holes he created.Our narrator Finn Earl (Anton Yelchin) lives with his coke-addicted masseuse/sexually obsessed mother Liz (Diane Lane) in New York, waiting for the summer when he is to join his anthropologist father on a field trip to South America (a father he knows only f...	4	'You think you're changing a tribe, until the tribe changes you',	02-10-2008
A2ZV87J3I223RY	B0012F6C72	Lilia	At first I thought it was going to be a corny love comedy but as the movie continued, it kept me interested. The cast is great. Every one is going through something and money plays a big factor for some. There is drama, comedy, and love. The story between mother and son is beautiful and though her mother was not the best mother, her son has a huge heart for integrity and loyalty. Truly enjoyed it.,	5	Interesting, captivating, and funny,	03-06-2014
A1X9D4CFA5W5GR	B0012H0DBG	Artemus Returns	This show disappointed me because I wasn't looking for soft porn disguised as something else. The few episodes I watched reminded me of Weeds, except sex instead pot was the overriding theme woven throughout each episode. If you're looking for soft porn with some story, then you'll love this series. It has 3 seasons, so clearly I'm in the minority view here.,	3	Softporn in a wrapper,	02-10-2014
AYWSFRCIMOAYE	B0012H0DBG	Cestmoi	It has a lot of dirty talk and sex scenes but it's not funny. It's like a cheap soft porn. The dialogues are over the top.,	1	A lot of dirty talk and sex scenes but it's not funny.,	11-01-2009
A2RFWT655OV63O	B0012H0DBG	Daniel Lalor	If there was ever a sequel to catcher in the rye... this would be it. The humor is witty and sharp plot twists abound and there are many belly laughs thrown in. Binge watch it!,	5	A modern classic in the making,	02-05-2014
A16XRPF40679KG	B0012H0DBG	Michael Dobey	This show does feature great performances from it's lead actors. But the subject of depraved 40 something men who are drug addicts is not for everyone. Sadly too many of that generation are just as bad in the realm of parenting as the lead character is here. This is no heroic story but the symptom of a generation that helped to bring down society and is in this case this character is still at it! If you look at the character with disgust then you can laugh and realize that there are people out there just as bad as this guy is.  Still it's funny and if you look at it as what is wrong with things then you get It completely but if you think 40 year old men doing dope and such without any regard for anyone else is good then you are as bad as this admittedly charming lead character is.  The whole point is that in cali things are so low that any age of man acting this way is ok. It's a comedy but lets face it, this guy is a bad example of a dad, and person. Which is why this edgy show chose it's title.,	3	exploring the perverse world of cali.,	06-12-2013
AQ0EO10KTRJ4V	B0012H0DBG	M. Spitzer mas017	This weekend my wife and I tried watching First Season DVDs for 2 shows we missed out on when they first broadcast on TV -----  Californicaton and Mad Men.While Mad Men ended up being very impressive both in style and writing, Californication seemed to be nothing more than an attempt to get laughs and reactions thru shots of nudity, foul language and body function jokes.After 3 episodes it did not seem to get any better from our perspective, so we hit the EJECT button.,	2	Smut and vulgar humor attempts to get cheap laughs,	06-06-2010
A1F75QQEQ00OLD	B0012H0DBG	nurse_judith	This is certainly a funny show.  The antics of our main character is sometimes outrageous and somewhat a naughty boy.  I like all the regular actors on the show and they all seem well suited for their parts.  I guess it's only fair to let you know there is plenty of sex and cuss words.  If you enjoy a show as I've described than you will enjoy this series.,	4	This Series should grow on me.,	01-11-2014
A2C668NIJKTDDM	B0012H0DBG	wadejen bookaholic	I would give Californication another star but Amazon for some reason took it off of Prime while I was in the middle of season 1!  Why did you do that, Amazon??  I thought the series was smart, sexy and fun and you obviously did that so consumers would buy the rest of the season.  Maybe it was because it was streaming for free but Californication wasn't great enough for me to justify paying $2 per episode when it was once free.  Sorry to go on so long about this but it really bugs me.  Shame on you, Amazon!,	4	Why Isn't it on prime anymore??,	02-12-2014
A3EUSH8DPW75LR	B0012QRPU4	barry	Here we have the first season of BREAKING BAD.  It is amazing to realize that it is only 7 episodes for the character, plot and drama development is so thorough and realistic another show would need at least double the episodes to achieve it.  The basic plot is a teacher who finds out he is dying of cancer and thru unexpected situations gets the opportunity to make a great deal of money thru manufacturing meth.  He does so to make money for his family to be able to live on after he dies.  But the show is about so much more than this.  Every character is addicted to something and the introduction into the dark world of drugs is terrifyingly realistic.  This is honestly one of the best shows ever to air on television.  It tells a story that may be too dark for some to handle but the superb acting, writing and directing make it all work.  These characters are all believable, necessary and the intertwining of their lives is seamless.The show also succesfully combines deep psychological profiles of each charact...	5	The first season of an amazing series,	08-07-2011
A1ZR8F86DJRVLX	B0012QRPU4	Jason Bean	I'll have to admit, after seeing Mad Men (and just about everything HBO and Showtime had to offer) I was pretty much convinced that there was nothing else worth watching on TV..... happy to be proven wrong.You've probably heard all the hype surrounding Breaking Bad and know about it's premise (dying chemestry teacher becomes Meth dealer to support his family). While this sounded interesting,  I wasn't too impressed....that is until I actually saw the first episode.You already know about the great performances, dark humor (Walt-the main character going from timid to fearless) and gritty scenes of drug dealing, but what really sold me on this show was it's honesty. Not just the characters but of how their situations play out and how everything they do effects the world around them.If I had one problem with the show, it's that it's first season is so short. But honestly I'd rather have seven outstanding episodes than a handful of filler between them.This DVD set also has some great commentaries and interviews...	5	One of the best shows EVER.....,	03-07-2009
A3BD29WRBNQ7ZO	B0012QRPU4	Jean Capps	I already owned the series from a few years ago. A friend mentioned she wanted to see it. I gave it to her as a Christmas present. She texted back that they &#34;binge&#34; watched it all the way through. I can't speak to the technical quality, but I assume it was fine because she didn't mention it.,	5	Bought it as a gift and they loved it.,	02-05-2014
A3JNY2MSXKTXZW	B0012QRPU4	Jerry D. Mills	Enjoy it so far but I've not yet finished the series.  Anxious for the next seson season good or bad,	4	different,	01-08-2014
A27QAMCCGMFMFS	B0012QRPU4	J. Jones	this episode is a good one, Jesse tries to get a job since his partner don't want to continue making money off drugs. Walt and his wife goes to a old friend birthday party. Jesse meet his old friend after a bad job interview. They hook up to make crystal meth but it goes wrong when Jesse tries to make it perfect like his old partner, meanwhile Welt is offer a jod by his old only because the friend was told Walt was dying by his wife. Later on in the show Jesse & Walt are back at it.,	4	Gray Matter,	04-05-2008
A3MX96YM4NT6HT	B0012QRPU4	John H. Macdonald	Having come very late to this series, I felt that I wanted to be able to see this show uninterrupted over a very short period of time in order to appreciate the dramatic flow tat led to the incredible series end. This excellent Blu-Ray package did it for me. While I understand that I am not getting the original completely unedited version, but considering the cost of the box set, I  could not afford it, and wanted to see the series asap, so I went with the first season and will buy the next dvds as I can afford to.  I thought this was a good buy all told!,	4	An economical way to catch this series!,	02-01-2014
AZC562U18BK2S	B0012QRPU4	J. R. Trtek	By now there really isn't a whole lot more to be said here. Some people object to the subject matter or Walter White's moral choices, but then that's largely the point, isn't it? As I sit here waiting for the final season to unfold in another week, I look at the cover to the Season One set and think about the Walter White that was. To have managed such an evolution in the central character of a television program in the manner it was done is a remarkable feat -- unprecedented, really. There's a lot to object to here in a moral and ethical sense, but as a fictional meditation on the nature of those choices -- and that's in large part what fiction is about anyway -- Breaking Bad is hard to beat. Everything comes together so well: Acting, production, writing. This is one of the great works of the screen, big or small. Highly recommended.,	5	A True Landmark,	08-04-2013
ADY76XRF9PZ5M	B0012QRPU4	Koury	Now many of you may be thinking the same thing and I don'tblame you at all. The mere mention of the fact has long helda power seldom used for anything. Again thanks.,	5	13 Horses in Under a Minute?,	12-01-2011
ATU196JNM57TN	B0012QRPU4	Looking for a Blockbuster	Best show on Tv.  You never know what might happen on this show. There's always a good twist on every episode.,	5	Love this show,	12-01-2012
AQTALRXJYC84Y	B0012QRPU4	M. Weber	I had heard about breaking bad from friends for years, but in my quest to not spend so much time watching TV I resisted for years. I finally broke down and bought the first 2 seasons on blu ray and I can't stop watching them! Bryan Cranston is an amazing actor and I can't wait to catch up on all the seasons (up to season 3 already and I still can't stop watching!!),	5	Love this show! Must see!,	10-05-2011
A3MMXT0U142APH	B0012QRPU4	Nancy Tice	Just finished season one and started season two. Was convinced to try watching by my daughter. She was right it is addictive! ( no pun intended),	5	This is excellent,	01-08-2014
A1K6K23WG0IBWE	B0012QRPU4	Quadro Sinead Summer	it took a few episodes to really get into the rythem of this series. From the start anyway I was definately addicted. But by the end of seaon 1 I knew this is the kind of television that goes far beyond the typical material. It's powerful stuff. By season 2 of found my self so additcted that I couldn't watch less than 3 episodes at a time. I've seen every season of The Sopranos, and every season of 24, and up until I discovered this series I thought TV couldn't get any better, but I was definately wrong. This is riveting story tellling. The tension, realism, originality, and creative visuals makes this probably this best series I think I have ever seen on TV. At times gut wrenching. Other times brutally realistic. And at other times suprisingly heart touching. Never predictable and always absolutely top notch and exciting story telling. Its bold, powerful and simply unlike anything you've ever seen before. Season 1 was grade A, but season 2 is so completely astounding it's hard to imagine anything coming c...	5	One of the greatest TV series of all time!!,	05-04-2013
A1QGMIQD8ZYDS8	B0012QRPU4	Ralph J. Fitcher Namahotitae	The season that started everything for Walt. I suggest you watch this if you are into action, and drama. What a great show.,	5	The season that started it all for Walt.,	11-10-2013
A2OE35KI34O8K3	B0012QRPU4	Rich Mahogany	Amazing start to the greatest tv show that has yet to come out. No show has ever induced so much binge watching out of me watched the first 4 seasons on netflix over the course of a few days,	5	Buy this Now,	02-07-2014
A18758S1PUYIDT	B0012QRPU4	Viva	Why oh why only seven episodes?  This is a great and addictive series that leaves you hungry for more. Ah, but maybe that's the idea.  Bryan Cranston is absolutely fearless as the cancer stricken high school chem teacher who has a lovely wife, a bright disabled son, and a daughter on the way.  He's also got a brother in law who is in law enforcement, and a talent for cooking meth that makes him a legend in Albuquerque.  Meth means money, and money means the best in chemo and other treatments.  Of course, it also means dangerous company, accidents and other physical dangers, and lots of pressure to produce more meth.minor spoiler below.....Cranston is also heartbreakingly good in the intervention scene, in which he at first lays out his case for not wanting to be sickened by the treatments...before he changes his mind.Very strong episodes.,	5	Stunning series.  Just too short!,	09-11-2009
A1GN9DEVPEUGI	B0013FJOG2	CHR	There were one or two that dropped in excitement a little, but all in all great story. The actors developed and interacted well. To bad it ended after only two seasons.,	5	This seres keeps the excitement and the story does not get old.,	04-04-2013
AKL6E6FRY6CHB	B0013FJOG2	Kenneth E Robinson	I would have given it an excellent rating if not for the fact that the show was obviously cut short. To bad I did enjoy it.,	4	Good show cut short,	04-09-2013
A374N6FTIT1A7N	B0013FJOG2	Niugui Cilantron	Jake: Isn't this something you should be covering?Journalist: Nah, Cheyenne [the new capital of the western states] doesn't like incidents like this covered.  They control my credentials.Jake: What the hell kind of reporter are you?Journalist: The working kind....Jake: So nobody's reporting the real news, that gets you off the hook.Journalist: I used to work for the LA Times before the attacks, I won two Pulitzers, so I got a pretty good idea about what it means to be a journalist, and they don't exist anymore....Journalist: People get the news they deserve....Journalist: When I was a kid, two guys took down the White House with a typewriter because people listened.  They got angry, they acted.  If I thought anybody was willing to listen, believe me, I'd be talking.Heh.  And they call this fiction.  In the years since the show was broadcast, we've learned that the above is true regardless of who is in office.The show's as good as the previous season, which, since this is a continuing story, you'll need to ...	4	Only 7 Episodes? And no Ending?,	04-11-2013
A30XHP1BMZ3GE7	B0013FJOG2	old timer	When this show came out on TV I tried to watch every episode, but life sometimes got in the way.  Watching every episode on Amazon Prime is the perfect way to enjoy the work of the writers and splendid actors without having to miss key elements in the story.  They did a teriffic job and I just wish they had had the OK to make more episodes before the show was shut down.  Of course nuclear war is the nightmare that no one in their right mind ever wants to happen.  But as the story shows, the human spirit can rise above great tragedy and rebuild.,	5	Good production,	05-06-2014
A27Z1QAMC8DOUH	B0013FJOG2	Taketoshi Takahashi takahashh007	Great show. It is also a difficult TV show to quit and do something else that I have to do. It is worth spending time to watch the entire episodes.,	5	Good show!,	11-12-2013
A1T2Y6NBZ5IFE	B0013FJOG2	TheDuke	It's a decent season but they just kinda flopped on the end. Decent show but dialog and writing is marginal at best.,	3	Sorta good. But it's dead.,	08-04-2013
A2HYRBS0XT2EOT	B0013FJOG2	thepoetnmotion	An entertaining show to watch. The series moves at a pretty fast pace and I haven't run in to any slow segments in the series.,	4	A good series,	04-04-2013
AJI274VTPS98E	B0013FLHEE	Jacob Crampton	If you like survivor check this out. I really liked it, well worth the ten bucks. I want to own them all and I don't usually like reality TV.,	5	Great Show!,	03-09-2014
AZFZPSGBVH427	B0013FLHEE	John Egbert jegbert	This season is a fan favorite but I didn't care for it as much. Probably because the males were SO dumb that it was painful to watch them flounder through the game.,	3	Not my favorite season,	05-05-2013
A2OK0S84DSS5PF	B0013FLHEE	L. Robinson	I purchased this one on streaming video because it was less than $10 for the season.  If it costs more than that for streaming video, I prefer to own the DVD.,	4	All seasons are fun to watch,	03-02-2013
A3LOEAFCDUA1W7	B0013FLHEE	Nate	This season has the 2 biggest badasses in survivor history, Ozzy and James. They may be not the most strategic players and both get played by Parvati. Parvati is a pretty good player but not the best. She gets lucky that all the fans on the jury are obsessed with her. Amanda deserves to win the game. The fans are pretty worthless except Erik who is a pretty good player. Erik gets duped at a point and makes one of the dumbest move in survivor history. There are some early exits that are pretty disappointing. Ozzy finds an hidden immunity idol and replaces it with a stick and one of the fans finds it and thinks its the real idol.,	4	Good Season,	04-02-2013
A3GKMQFL05Z79K	B0013Z0PLA	blackaciddevil	While I'll admit, this movie is a fun waste of time that fanboys of Jenna Jameson and Roxy Saint will love, I'm at a loss to what to say about it. It's not your typical zombie flick, per se. It's not your typical stripper flick either. It's not even a horror comedy. Yet, whatever it is, it is strangely a pretty good movie. The story has something to do a with a zombie-like virus passed along to a member of a military strike-team, who then escapes to a strip club where he bites Jenna Jameson, who the bites some more people.  Robert Englund plays a strip club owner who realizes that there's a lot of money to be made in zombie strippers - until everything goes wrong.Oddly enough, I still don't know what to say about it except to see this movie. It's a real hoot..lol.,	4	Zombie Strippers.......,	04-04-2009
AER15RIMV8E6D	B0013Z0PLA	Pumpkin Man	It started out really good, with the military killing zombies, and one being bitten and accidentally goes to the strip club. There are some smokin' hot naked girls stripping and most of them get bitten and turn into 'Zombie Strippers' They like it because it inhances their performance. Soon, they must stop the flesh-eating strippers or everyone will die! I didn't like the idea of the zombie strippers talking, I like the quiet zombies. If you love zombies and naked women, you'll love ZOMBIE STRIPPERS!!!,	3	Sexy Naked Zombies!!!,	11-03-2008
A6VXZ1EEPRTLV	B0013Z0PLA	trebe	Zombie Strippers (2008) is a horror comedy that as you might guess from the title, involves a number of women working as strippers who are transformed into zombies.  Reality is pretty much off the table early, as besides taking a few shots at George W. Bush, featuring half naked women getting violent, spilling blood, and engaging in some outrageous acts, is the main point of the film.Sometime in the future, a private company working with the government has developed a Chemo-virus that re-animates the dead, and turns them into relentless fighting machines.  A soldier infected by this formula while on a mission, winds up at a strip club where he attacks a dancer named Kat (Jenna Jameson), turning Rhino gentlemen's club's star attraction into a zombie, who covered in blood, becomes an even more popular performer.Club owner Ian Essko (Robert Englund) sees his staff of strippers gradually being transformed into infected homicidal zombies who murder his clientele, however he isn't too concerned, since profits ar...	3	step inside the Rhino gentlemen's club for a new kind of thrill...,	05-12-2012
A1DRKVXO300RUE	B00150OTCE	Amazon Customer	This is a very well done horror movie.  Guillermo has certainly proven himself at very adept at creating moods, fantastical sets, etc, and this is no let down.  Good story, and a few scenes of very scary stuff.  Before you know it, you don't even realize its subtitled.  Very highly recommended.,	4	don't shy away just because its in subtitles,	05-03-2009
A1LN472BYKXBXE	B00150OTCE	JB	This &#34;ghost story&#34; is simply amazing, I watched it after learning Guillermo Del Toro produced it (Pan's Labyrinth is my absolute favorite movie) and it did not disappoint!  It is a thriller from beginning to end - Definitely worth a look!,	5	Worth the purchase!,	04-12-2014
A34D4KCP94ACJZ	B00150OTCE	K. Driscoll	The Orphanage or El orfanato is a horror film directed by Juan Antonio Bayona and produced by one of the most creative filmmakers around today, Guillermo del Toro (Pan's Labyrinth,Hellboy).  I was just having a conversation with my brother the other day about horror films and how I often, unintentionally perhaps, rate them on a scale.  In other words, a four or five star horror film is probably not the same as a four or five star drama in most cases.  The Orphanage really is a four star movie because it is more than your typical horror fare.  Let's call it a supernatural thriller instead.  It was nominated for 14 Goya Awards and won seven.The film opens at an orphanage and we briefly see young Laura find out that she is leaving.  Years later and Laura decides to return by actually buying and living in the orphanage with her husband Carlos and her son Sim&oacute;n.  Sim&oacute;n makes several imaginary friends and the plot unfolds with a series of effective and believable twists and turns.  It would be a mi...	4	Compelling Story with Great Suspense,	06-10-2008
AKS9SJTHTU0OM	B00150OTCE	K. Gordon	Well above average haunted house film. As emotional as it is scary.The same could be said of most of producer Guillermo Del Toro's films.The story feels a little too familiar for most of it's length to quitemake it to classic film status, although the last 10 minutes doelevate it to something more moving and more thoughtful than 95%of thegenre pictures currently being made.Wonderfully acted by Belen Rueda, as a mother whose child mysteriouslydisappears. Well shot as well.The kind of film I look forward to re-watching, sure that now that Iknow its secrets, there's even more to be uncovered.,	4	Moody, emotional, intelligent and well acted horror,	12-07-2011
ANEUPVXP9GKJQ	B00150OTCE	 Leah  Leah	This is a good movie. Nice and scary. But be prepared to do some reading as it is in spanish.,	3	In Spanish,	06-09-2008
A1TW9ZGRDQQZ2Y	B00150OTCE	Monkdude	If you haven't seen the George C. Scott film, The Changeling, do so as soon as possible. Watch it with the lights off and no distractions, it will freak you out. The Orphanage is similar in pace and scares to that film. It's often what you don't see that scares you the most. Belen Rueda who plays the mother delivers a very strong performance and really holds the movie together. Worth seeing in theaters, even though some people failed to realize it was going to have subtitles and walked out. Don't people find out a little about a film before shelling out $10.00 to see it? I guess not.,	4	The best ghost story since The Changeling,	01-11-2008
